Case #1: Impossible
22 19 148195
12 20 182612
18 36 72331
11 1 122484
35 1 35245
32 13 166607
35 17 111117
36 22 93697
31 4 143157
5 21 151835
22 30 83546
30 1 35468
36 7 104328
3 8 137237
11 28 143435
12 35 192578
10 16 47557
10 20 193229
34 37 131038
27 32 154099
25 30 134385
15 5 204145
14 18 131078
10 1 81169
33 32 171405
5 37 107787
19 11 276187
29 30 44448
5 24 194335
9 35 227969
37 20 213518
32 22 139609
3 32 131054
34 20 230687
17 8 8665
36 10 72027
11 8 227591
9 10 277153
23 36 217336
22 11 209985
20 26 238842
27 21 135463
1 22 102839
9 7 249936
25 35 134162
28 21 149214
7 3 142275
1 34 102158
30 26 208275
9 22 298823
9 26 210079
16 2 172767
5 17 184826
33 28 174710
31 11 221867
23 8 188718
27 30 57560
17 31 98133
34 33 171765
19 25 169271
3 20 184819
5 16 44374
9 34 273587
8 7 134899
18 4 129723
5 20 216229
32 1 207044
3 1 98070
35 30 223
15 9 252561
31 14 144512
6 13 59849
2 14 201933
3 12 129753
22 23 186450
17 15 135709
33 24 273421
1 25 98917
4 1 43774
24 1 144747
22 2 176414
13 21 238117
29 36 167407
12 14 86559
16 15 201128
29 12 189728
31 37 128263
11 15 276801
3 19 161148
25 16 148784
5 7 148193
5 18 130452
11 34 200087
34 19 108518
1 27 74541
31 6 124448
26 35 208052
6 15 185953
10 3 113534
20 30 149811
36 26 240169
31 16 149250
29 33 119807
14 5 155550
21 3 139833
11 12 289438
32 2 51403
22 17 191623
36 31 149759
9 13 328555
32 7 158508
24 34 139001
9 4 239758
34 12 233846
9 23 112373
36 21 200862
17 33 150273
12 1 208296
20 31 137050
28 6 108885
4 32 178240
7 25 44965
20 19 192948
19 12 185190
27 12 183267
31 2 211836
17 21 50791
7 35 89197
6 1 95662
24 7 90795
6 3 71351
19 24 215101
22 5 57005
27 8 159789
11 4 135950
30 28 71757
26 2 271881
7 15 166731
30 3 62602
2 28 196273
28 31 135672
23 2 266661
22 33 147650
16 34 125544
26 34 238696
10 14 156728
22 28 66550
28 9 232273
32 24 206739
18 32 126511
28 20 148349
2 19 85605
22 26 203068
29 32 210510
22 14 150493
11 10 188315
34 4 120874
15 20 96792
15 10 181145
33 6 111702
16 22 12631
36 3 158098
17 18 175561
34 18 16209
20 2 180588
21 33 99482
26 28 136518
16 37 134817
35 16 70692
37 28 65169
1 7 53952
24 28 156826
19 31 169737
8 19 218611
8 4 181471
22 21 161003
34 3 131414
31 9 214985
8 18 166896
14 27 163356
30 10 50932
17 12 221529
1 15 165681
27 36 65399
29 16 112546
37 6 66782
9 11 151246
18 25 76962
12 4 191327
23 33 222032
9 6 291646
5 2 128393
7 22 116450
4 27 45737
15 30 130213
12 2 200022
8 31 89468
25 14 144046
6 18 159078
5 6 41005
27 19 119897
32 9 309926
23 16 189548
4 5 75365
26 33 167835
2 29 190787
35 5 74155
18 19 92309
7 20 182481
12 36 199381
24 8 135764
22 34 112913
6 21 178268
9 37 224864
20 18 214478
21 16 148372
29 24 193545
13 36 146596
28 34 122867
2 10 151393
18 7 31997
25 2 212302
20 9 155769
30 6 114937
36 20 247446
5 29 118380
22 31 147641
32 10 160727
15 2 113357
30 31 134851
17 23 180053
19 32 34202
23 7 137563
26 27 174770
19 6 89797
14 15 102404
14 7 99081
5 28 67880
8 10 153161
21 8 42126
30 2 168783
29 13 210656
1 5 104169
27 25 118877
3 2 158739
8 5 176161
20 1 184638
5 30 73932
30 21 77903
25 21 132060
26 3 208186
11 13 261223
23 15 237928
13 34 202718
26 11 136579
3 9 262754
19 10 126525
23 12 250565
16 33 135019
22 3 107299
10 18 107452
6 2 87388
25 31 466
27 20 186601
33 3 40351
18 28 122238
23 29 163527
37 36 153529
15 25 121766
4 10 52365
9 21 167643
26 8 286424
27 9 270525
5 36 95027
31 24 46296
27 5 29628
32 36 88700
3 23 181681
36 34 56122
29 8 57781
35 21 77680
22 15 201563
23 6 179273
26 25 271724
25 32 160909
14 37 170144
24 12 261042
17 9 116852
23 13 222350
14 4 185038
Case #125: 30
1 5 347492
6 9 210117
6 2 247413
5 4 53279
2 8 682792
9 3 89075
3 1 494627
2 3 344791
3 10 497949
4 9 163614
10 8 833700
4 7 620090
9 7 472109
7 1 789000
8 6 634943
3 7 383034
6 7 498612
5 6 99782
8 3 521242
7 5 582444
2 4 200910
4 1 294213
2 10 446170
7 8 138208
10 1 646031
9 10 408874
9 5 110335
9 2 255716
8 4 481882
7 10 697369
Case #126: Impossible
Case #127: 5
9 1 439048
6 1 942989
5 10 899068
13 8 442621
9 10 230172
Case #128: 465
21 10 146282
19 35 147579
26 5 54410
29 38 167016
8 1 35914
14 22 62032
36 8 17757
37 30 182072
7 38 173776
22 25 114014
19 13 123815
40 2 88588
14 6 9453
39 28 133926
39 32 93160
11 13 107252
36 39 105866
34 12 108655
17 26 47453
27 39 116070
8 16 72098
31 10 133376
4 22 78108
8 18 111272
6 28 51274
5 12 88880
39 24 152077
12 23 135390
27 32 66664
24 42 133965
13 41 29464
30 38 155162
18 41 132651
10 40 141984
27 8 69605
4 35 107539
36 12 89756
5 32 11830
31 40 107512
14 37 136698
4 3 52267
8 15 35109
18 40 123331
27 35 63015
9 31 79679
27 28 107430
36 34 52525
9 14 30227
36 30 59135
17 3 4498
5 18 118051
15 40 32079
14 35 116135
2 8 34524
10 42 146431
16 26 115852
1 7 60113
42 6 74070
9 29 29645
34 8 42760
42 28 104328
30 23 96102
16 41 104084
6 1 41371
2 29 68850
19 40 145112
3 21 116331
10 30 129298
42 7 104332
10 28 123635
39 19 16732
4 29 51141
36 42 76268
9 42 67927
34 15 42960
19 24 153573
11 32 61707
37 39 73038
15 32 30058
3 18 129938
4 36 29837
32 36 12706
9 11 67654
27 4 83795
5 19 98062
32 4 17131
18 13 109117
20 6 106827
32 7 65442
6 30 35921
35 21 164461
13 9 76827
26 28 83346
2 31 79980
20 41 104233
10 27 104010
37 26 161974
29 37 147487
21 37 116852
36 37 134797
17 19 96805
14 41 70134
41 21 92733
33 35 129580
4 39 83374
25 2 82476
18 7 126576
26 38 168568
30 16 121468
1 28 71629
8 17 69357
10 2 109104
20 36 109025
28 36 28060
4 30 63560
42 5 75392
29 7 48976
14 20 97374
37 33 151733
35 11 121325
20 12 73908
1 22 91840
9 37 134916
19 10 168337
26 27 83450
6 15 40566
25 35 110301
42 41 108747
12 41 60969
31 21 92738
10 9 106801
37 41 174065
30 2 56996
5 6 1322
40 8 62056
34 32 39819
26 31 89210
7 3 5634
20 35 73741
14 40 58060
5 3 50223
39 29 74449
16 24 147552
41 23 118188
38 6 119241
40 21 109887
39 14 92105
16 20 159161
16 35 175812
32 6 10508
26 41 26499
33 11 96694
17 14 65361
39 33 112159
2 26 70402
9 24 101685
17 35 50774
36 7 52736
2 9 39205
8 30 49370
35 12 123201
31 3 102894
38 13 165603
32 16 77149
31 14 49452
24 21 146805
8 24 75454
41 28 100614
26 33 31353
7 16 126174
35 10 40995
42 25 101967
39 2 97430
28 13 86311
17 1 58977
25 29 107367
15 17 69692
21 28 146279
27 13 86415
6 16 85547
33 4 87763
41 10 101482
18 15 91252
24 28 85757
15 9 34423
34 31 88216
39 25 139600
25 28 95420
29 20 118809
34 1 32245
36 18 93515
10 5 94699
23 28 73694
26 40 88468
10 11 144576
6 24 80911
39 11 112458
22 3 97922
1 19 102318
42 34 76464
11 31 110104
8 21 108454
13 34 77150
14 2 30528
6 39 82652
10 14 83924
4 31 67638
41 6 76997
41 25 38573
41 2 95428
15 37 105585
35 41 71728
29 8 63868
25 5 66484
1 24 101266
3 25 64025
1 11 91362
34 29 21108
27 1 94974
40 13 91433
9 28 72048
17 20 124433
27 25 95524
17 39 80073
21 19 60546
32 10 82869
15 14 31113
8 11 64648
37 2 137004
35 2 125248
12 9 108332
32 42 63562
40 20 124194
26 19 126780
19 20 167774
19 15 113033
20 24 166722
32 24 70403
37 25 174048
31 27 115061
42 23 121902
33 28 111398
10 8 87920
25 40 100542
13 14 46600
9 5 19452
7 31 99532
23 19 156921
22 36 73683
14 33 69577
18 25 94078
22 24 131380
16 25 127926
33 9 78254
15 7 70828
8 33 73573
12 40 122938
11 40 48074
29 23 107956
34 33 86791
17 16 125038
41 9 56223
9 7 36405
8 26 47631
12 15 90859
23 21 152542
28 40 99881
3 23 101732
26 7 48589
32 2 31583
35 22 62887
21 36 118219
19 3 92307
34 10 98264
41 36 72554
5 39 81330
41 39 101027
5 8 14771
7 14 66497
30 12 123479
36 26 55286
31 17 98396
20 3 119935
34 5 27989
7 39 81209
6 2 21075
37 38 228727
18 20 112477
21 30 130926
32 23 58340
12 42 124363
8 20 101370
12 33 59893
33 38 137215
18 1 104520
34 9 8537
14 11 60652
1 16 93705
13 4 62676
11 29 80225
41 7 22090
21 14 104458
27 29 83837
40 27 106384
3 39 75575
42 3 98698
32 41 69079
34 38 145908
11 24 94317
34 11 59117
14 27 65609
14 26 43635
8 13 50596
37 24 192494
1 32 30863
21 4 122644
12 13 31505
14 28 41821
4 9 21496
33 1 101495
23 31 108847
4 37 118512
30 25 101083
12 11 118496
42 21 156127
20 21 168682
21 15 122623
23 17 97234
38 23 176778
31 8 45456
31 12 117750
31 32 50507
16 22 138126
9 38 137371
14 8 3996
27 3 40495
27 7 37133
5 23 58859
13 25 15039
29 21 72989
32 35 115080
24 18 151212
15 4 12927
14 4 18186
33 5 58802
11 42 113657
33 13 28388
25 14 55709
27 41 56951
9 19 78610
11 41 106803
5 38 117919
1 4 13732
42 15 33504
15 20 92115
16 31 26642
17 34 26732
23 11 109868
18 28 65455
24 10 140017
2 13 67437
37 18 155787
33 31 57857
29 24 106840
3 9 30771
37 23 180431
32 17 64306
10 25 92122
24 36 57697
26 18 106152
23 7 98370
5 2 19753
10 39 151605
31 41 77442
25 34 86259
26 20 108378
12 3 86421
26 1 73443
20 27 134094
26 15 56389
36 35 102374
33 24 111924
24 25 124241
25 26 12074
29 33 107870
18 22 137553
41 34 47686
37 34 126379
13 3 54916
14 32 1055
10 22 21892
28 17 79660
24 2 72875
13 21 63269
20 11 156818
2 21 73930
12 17 81923
27 11 58310
26 21 66234
12 10 114518
1 39 85586
12 32 77050
38 19 172421
34 24 98736
42 13 92858
26 24 112167
38 21 172096
24 12 96193
18 35 74666
7 11 86985
26 12 34470
26 32 42580
24 13 109202
36 3 56098
33 2 39049
11 30 87120
15 13 59354
41 40 107322
19 33 95427
23 13 103885
34 7 27868
35 24 99022
19 2 80698
2 11 70762
20 32 96319
18 19 168884
6 11 51199
35 23 138365
39 20 151042
37 11 178665
34 39 53341
41 17 20954
38 11 168928
26 13 2965
19 11 122359
21 18 108338
3 24 76502
38 24 171041
20 1 65456
5 11 51009
16 18 154312
32 22 60977
24 7 73140
29 3 43342
17 24 72004
3 1 54479
10 26 80048
20 23 64624
11 3 81351
41 15 75243
7 10 81664
4 41 62316
23 36 45634
21 33 34881
27 24 36007
1 41 48584
19 37 56306
11 21 61813
35 7 51910
27 12 60186
34 27 62729
36 17 51600
7 17 1136
3 34 22234
10 38 207270
Case #129: 11
5 1 622201
6 2 152246
3 6 195678
6 8 756234
1 7 634756
7 8 423016
3 8 560556
4 1 171419
5 2 163419
4 3 586769
4 6 471215
Case #130: 38
2 1 143200
17 12 172551
9 14 361998
16 9 245755
4 17 518971
11 19 399090
1 19 396611
18 12 210508
4 6 428801
5 9 137992
13 10 368678
20 11 94469
19 4 526934
2 9 114700
10 12 236964
4 7 447300
10 3 436633
8 12 191611
7 17 310182
4 16 468992
7 6 200227
7 9 224063
18 5 186882
20 5 175124
7 3 262114
4 20 378582
7 20 261195
19 3 311874
16 15 192220
15 12 319297
15 8 244293
11 15 165112
10 2 449450
13 2 159982
12 1 114932
9 4 452637
15 14 308463
11 13 253276
Case #131: 620
2 14 117068
12 37 70691
15 50 114522
45 21 47860
36 37 84734
41 1 74876
15 47 186210
13 14 101837
22 3 91216
36 32 107180
18 36 56385
9 4 89177
26 40 101125
37 16 38860
35 8 94337
10 6 66615
50 1 39285
49 12 157339
20 18 141097
18 1 163924
48 14 160828
23 29 121990
5 38 159033
27 4 87918
41 36 93678
40 23 92769
43 32 146091
27 50 55262
33 35 109825
30 35 22419
33 4 104617
5 6 103612
9 1 99544
47 9 177687
19 21 153821
39 8 100893
24 8 122131
36 3 107292
40 8 103849
6 24 76759
24 34 104618
44 24 112027
17 16 96375
4 22 20280
40 27 55008
8 15 93405
38 47 212871
40 12 154262
36 9 167414
22 41 41761
5 18 110997
8 16 135473
39 44 64715
23 28 85712
42 2 83310
37 2 95881
17 19 111624
47 6 122279
3 44 69397
23 46 130784
25 28 43020
26 42 131028
8 23 94016
24 9 48482
49 48 131358
20 29 167126
21 34 105877
45 15 133214
23 38 123279
46 43 184333
12 2 120248
29 21 70135
46 30 109472
3 20 116227
27 41 93035
45 50 97998
23 36 101635
9 35 102234
13 34 127540
27 15 63839
6 26 46209
21 13 65983
37 31 84702
10 49 101365
44 7 108128
39 2 32539
22 8 68849
35 1 43185
19 26 146858
21 27 89798
33 14 117525
28 1 76369
15 18 142171
23 44 75054
32 12 140866
46 4 100110
27 29 82449
41 16 81879
43 31 133166
10 34 136843
5 39 38662
46 21 136331
22 30 55756
43 29 137813
10 11 106751
44 10 29414
12 42 125847
36 30 152251
50 43 146116
19 12 179040
25 50 54158
25 43 116956
48 28 116602
46 48 165957
16 50 109060
37 3 120085
12 6 130304
44 6 37201
18 27 97607
11 40 95052
38 28 140313
47 48 197090
18 16 102259
32 1 39310
26 14 77022
37 38 181977
21 48 135664
27 3 131703
4 21 42440
47 41 157081
22 34 83717
6 39 88939
3 29 127647
9 12 170633
2 35 100349
50 9 60259
2 23 18547
8 31 123121
48 10 96289
45 42 85405
12 33 107088
48 43 121809
12 21 86940
13 49 92062
12 29 16805
16 5 100613
13 3 107888
38 31 163696
27 6 99507
8 5 62231
3 32 98249
22 26 73306
6 15 94889
6 11 101518
20 42 168850
47 17 157001
42 9 82727
39 24 47312
40 36 164362
38 39 120371
3 16 125163
42 46 60685
16 32 109035
32 10 135635
19 49 149515
37 25 50184
6 29 113499
14 31 170280
49 15 143671
15 23 103380
15 35 137818
18 29 123561
28 34 83870
40 1 124479
26 8 54509
33 24 106643
29 17 98859
11 17 95306
45 23 102904
7 40 125843
5 47 170062
49 1 117632
8 33 15488
12 44 139342
40 25 91130
8 47 171212
14 40 135819
46 14 174290
29 16 92746
5 34 138410
27 34 151355
21 6 89603
27 14 80811
7 31 88
20 28 111281
15 20 154959
5 49 102981
25 31 56483
34 46 145040
45 49 22539
40 17 89638
30 20 164249
6 20 84031
31 18 118914
28 17 41834
47 39 149793
42 49 100815
30 19 171931
36 25 73232
41 34 113396
34 42 84355
37 10 153013
41 12 101168
9 17 94532
27 44 72723
42 19 168365
36 45 142105
24 29 138963
48 40 143418
33 15 86396
9 7 134701
7 36 91804
8 20 92331
13 44 74065
18 6 83103
10 21 81816
39 43 108256
16 15 75558
50 23 92567
49 24 69140
10 12 152342
26 27 53298
13 4 64103
4 20 131408
16 24 136479
18 17 103544
36 47 231725
33 42 121054
34 1 95620
13 30 96944
20 22 111128
48 19 18157
35 11 86962
46 39 79698
14 30 158495
48 34 166836
29 9 153828
2 24 68767
38 22 140160
34 33 143979
14 38 201109
43 26 117527
37 14 161040
3 49 74708
5 7 68140
42 17 56741
30 12 137692
48 24 101213
21 25 62082
12 48 160883
21 15 88745
28 35 33184
18 40 135992
40 28 48110
50 7 84894
11 3 69322
29 26 129304
46 29 162303
3 14 104178
17 41 14496
11 5 108367
5 13 37205
19 9 159401
31 28 77951
33 30 87406
34 15 179149
44 33 114579
47 7 193206
33 25 89288
30 32 71280
38 8 99072
30 27 120759
43 6 97355
36 20 166173
44 28 30395
28 8 69002
16 26 167301
3 25 69901
41 28 41914
2 34 134390
42 8 105566
15 1 94633
4 1 56242
13 15 87654
28 18 88188
43 22 73783
26 20 37822
30 5 110192
3 6 32196
41 20 136525
44 50 106196
42 44 89947
45 34 58017
47 25 158493
17 15 80249
15 41 65753
22 50 75954
12 22 109100
15 36 121432
32 45 98023
38 46 194471
28 46 114324
5 20 104510
46 35 87053
44 31 108040
22 32 75979
21 40 70117
24 18 83809
7 3 79409
21 22 22160
40 41 89718
5 9 123639
4 28 20127
13 27 23815
32 44 106221
26 35 106643
42 48 150208
2 16 100959
1 26 124852
42 36 110382
46 36 145422
14 8 102037
31 12 65131
41 7 36125
34 16 164394
4 45 45980
40 45 67127
49 34 35478
45 2 92712
34 38 56443
7 29 48238
49 20 159367
15 31 29716
4 11 73905
30 49 103995
36 16 45874
31 45 103498
13 45 69523
39 22 34473
22 14 141306
19 8 142401
11 39 88098
15 39 73041
14 28 141459
23 19 80464
16 19 159927
50 12 140891
19 20 182575
1 5 105012
16 35 120384
50 18 131864
19 45 160612
34 35 57987
49 43 122022
1 6 139127
17 44 71923
7 42 94184
11 15 149057
38 25 147464
19 7 113997
48 1 167025
38 32 156279
25 17 19885
19 15 143625
17 6 96147
23 20 121884
17 24 54520
10 45 78826
10 22 59656
9 44 92609
18 32 131839
9 41 98576
33 43 78506
33 27 64329
39 27 96743
17 3 63951
31 39 43325
39 45 60173
48 11 125972
3 1 124331
37 20 166263
33 9 153234
50 5 65727
41 8 94246
23 25 64244
19 36 141833
27 46 93479
17 46 72490
2 33 115796
32 6 99817
47 11 162415
29 28 92448
43 5 125249
19 18 125714
36 48 123676
49 7 114043
9 21 91057
37 9 99942
36 2 118929
11 42 95429
31 26 134740
44 21 52402
13 33 40514
43 40 121740
1 8 120395
10 38 98379
49 8 117088
39 1 80766
8 46 121315
42 35 26368
21 47 137480
11 27 121263
7 11 119429
11 43 127408
21 11 75785
27 42 77730
4 19 136455
32 29 124061
8 30 71918
13 37 98958
31 36 91716
41 3 49455
33 18 64254
20 32 146407
3 24 44563
47 10 114492
47 29 204820
25 49 91412
1 23 118674
35 32 48861
20 13 67305
5 25 11569
23 11 74979
48 25 73582
29 8 74795
33 32 98561
46 49 116564
19 5 80170
41 48 94028
45 41 67461
43 24 69557
42 16 94016
32 23 92592
14 34 194063
13 32 79102
40 3 87112
14 9 185562
43 44 104025
5 36 61663
47 35 148657
16 11 123530
8 3 99673
15 3 109037
16 7 45930
41 42 58059
2 7 55205
49 41 77918
48 33 139732
12 1 130048
50 4 61893
34 44 107429
45 18 113735
50 41 48769
41 39 7288
8 13 25026
11 41 83304
4 30 35476
26 18 103275
13 47 146186
49 31 113955
42 38 133786
31 32 84831
32 9 60234
22 36 116405
23 6 37853
36 1 127199
17 45 67381
26 28 73459
36 33 74111
31 42 94096
11 18 120229
46 11 111178
27 32 55287
31 40 125755
28 21 22313
47 32 177658
48 13 99218
18 34 161093
48 5 62013
29 1 113243
15 42 111450
45 22 25700
11 22 53625
49 9 20658
4 16 133441
37 49 90056
4 38 127487
49 23 80365
34 25 126841
11 34 40864
39 40 82430
2 1 100127
11 32 72936
34 17 106956
37 43 155371
50 36 107205
17 1 73558
12 11 155361
1 14 169167
26 41 98703
50 30 71255
29 15 18610
48 31 95928
43 41 103300
1 37 71973
14 35 136076
14 36 109656
32 37 70175
25 45 68873
47 20 199601
39 35 67810
9 28 69050
3 5 71416
43 36 70637
31 17 50533
45 28 25853
33 50 98586
38 43 142616
33 7 116024
2 48 80854
3 31 79321
11 13 97448
46 6 138059
47 50 177633
12 34 173260
38 50 156254
37 15 72496
13 18 73792
46 50 38217
23 43 59502
24 47 185003
28 11 53778
18 25 109494
18 38 147838
23 48 62307
7 48 95840
3 38 117622
22 35 33337
9 3 84594
6 45 86613
42 39 63949
38 19 192429
18 2 63797
13 1 95369
43 18 14252
26 47 161779
15 7 29628
9 2 108798
26 37 128441
26 36 128351
35 37 81524
4 14 123019
43 14 67523
11 45 27925
28 50 76107
50 17 34273
11 49 5386
8 43 63018
49 50 78347
41 32 48794
41 18 89048
27 28 67791
47 34 192507
22 47 115320
48 6 88846
1 27 88356
40 22 47957
44 45 49412
50 6 99842
23 18 45250
25 2 45697
4 32 61918
24 32 88818
4 12 102216
19 32 145922
25 39 27093
32 28 76132
30 18 120684
44 47 85078
16 30 106377
42 4 39425
3 19 74807
40 10 47129
24 38 73059
35 50 48836
28 13 43976
14 41 142319
48 32 127765
42 29 109042
11 24 63754
22 17 41681
18 47 180033
22 37 93357
34 4 71044
3 48 56650
22 5 54742
40 44 17715
21 16 140242
32 8 83073
4 37 94581
Case #132: 207
3 26 147842
9 25 177936
21 42 338471
40 5 318310
41 2 409132
43 33 107118
35 25 144859
12 8 168644
37 9 79972
30 8 176198
10 15 131567
45 8 202958
45 46 118779
5 12 468962
5 28 295398
15 26 180335
47 4 155729
29 41 174977
35 9 227533
6 33 248903
19 21 135463
12 47 314908
44 17 175230
6 17 235503
32 36 306667
5 16 404641
24 10 141783
33 44 303820
17 9 262525
15 13 155995
26 43 117226
43 16 140731
30 46 181180
19 34 350474
18 43 131256
3 21 196862
44 2 315202
18 28 113884
5 17 371744
29 22 317019
39 20 145375
30 17 134020
26 20 208924
36 12 311604
34 10 207653
7 41 337549
5 24 234837
32 11 192081
36 30 268450
31 30 112632
22 4 298014
1 4 66814
16 41 294675
37 32 170260
39 17 183464
5 32 199507
37 23 321191
1 37 238717
21 43 227478
30 12 258117
42 3 314829
42 24 201694
35 47 141276
11 10 143497
9 15 135761
7 30 179728
32 47 224979
6 27 220389
29 26 183031
2 12 157697
40 7 242807
6 2 375250
38 10 204024
39 43 182534
1 38 395996
19 38 244520
29 33 366622
13 26 272722
45 26 100156
44 46 245071
42 13 331114
39 5 333364
46 18 135218
30 34 269396
6 10 199689
32 26 195745
5 26 355877
34 32 307613
17 21 245543
23 18 209001
47 18 141464
17 37 292081
16 9 295422
46 17 126085
5 38 296848
2 21 417698
30 28 57674
33 1 265380
20 41 289823
16 40 233639
20 33 237339
41 24 317107
5 45 303837
38 33 335193
47 43 147124
34 45 261756
3 13 182177
33 45 194935
18 40 169847
9 32 90288
18 44 109853
37 21 223396
11 29 145942
44 19 308983
27 44 160116
19 31 339108
34 15 172296
18 27 209860
17 33 200836
28 41 317667
13 40 143545
1 19 239333
1 34 228446
2 29 449724
35 27 209672
47 37 188545
14 25 177328
43 11 113562
8 10 148855
21 12 345159
41 14 361660
25 28 140478
20 36 272067
14 29 253743
6 21 243079
32 39 260389
22 3 335358
29 39 267330
32 8 214415
25 33 220561
44 15 178622
45 20 167600
6 25 150914
3 20 99605
6 41 292210
6 40 182069
13 2 279717
36 41 446892
33 18 193967
21 26 151005
26 40 220607
18 15 68769
5 4 300343
33 24 282615
41 1 310873
46 19 306279
12 14 223115
39 15 168089
36 33 321143
25 11 98939
24 30 250543
13 12 132012
38 15 209995
32 43 78519
35 21 259668
36 19 490350
25 43 157850
28 16 158103
15 8 154826
11 39 128716
10 5 335930
33 7 211800
42 36 344617
17 27 15114
18 36 243109
15 35 102684
31 13 227826
29 34 261474
12 38 395927
37 12 285933
40 20 27655
32 12 296334
33 28 89746
28 38 255110
30 9 209109
26 35 108663
30 19 383115
4 41 244059
9 28 186179
20 14 208576
11 47 93306
24 29 176509
25 41 230377
18 16 90892
16 8 4835
32 17 172237
18 20 142192
44 3 269336
8 13 160425
38 35 266634
10 42 217243
38 16 232118
38 14 299103
25 46 161812
23 25 235595
27 31 150934
24 44 314434
Case #133: 95
1 15 167926
8 3 115832
17 2 118506
8 15 17980
10 1 418938
18 6 138465
10 9 513992
11 5 119865
6 11 196374
11 12 197700
8 7 114197
15 9 149994
16 10 574566
11 3 185261
11 7 44768
3 12 143231
5 12 77835
3 18 106788
10 2 475968
14 4 159037
2 6 21875
1 2 84063
10 14 492874
16 5 255138
18 2 121864
13 6 409508
14 8 147814
12 9 255570
18 9 141058
12 4 139494
14 9 279828
15 16 246679
14 3 162774
8 4 11223
17 4 99693
6 12 19238
8 2 130908
13 11 391439
6 8 147509
7 4 117951
10 5 395496
15 10 399958
16 3 320534
17 5 38034
14 11 217243
8 13 322010
14 6 61196
16 2 239691
17 6 123664
18 4 20267
13 1 393014
2 7 239596
18 1 140902
